T (us), IAW, IBW, ICW, VAY, VBY, VCY
84000.00, .54434234, -1.604944, 1.0606018, -8.68072, 90.91346, -82.23274
84250.00, .66343302, -1.623375, .95994234, -16.49687, 93.964951, -77.46809
84500.00, .77841818, -1.631794, .85337579, -24.21123, 96.437149, -72.22592
84750.00, .88858759, -1.63015, .74156201, -31.77631, 98.314819, -66.53851
85000.00, .9932636, -1.618454, .62519044, -39.14557, 99.586403, -60.44084
85250.00, 1.091805, -1.596781, .50497621, -46.27362, 100.24405, -53.97043
85500.00, 1.1836102, -1.565266, .3816562, -53.11657, 100.28371, -47.16714
85750.00, 1.2681198, -1.524105, .25598505, -59.63221, 99.705093, -40.07288
86000.00, 1.3448187, -1.473551, .12873192, -65.78036, 98.511765, -32.7314
86250.00, 1.4132383, -1.413915, .67658E-3, -71.52305, 96.71106, -25.18801
86500.00, 1.4729588, -1.345564, -.1273945, -76.82479, 94.314056, -17.48927
86750.00, 1.5236109, -1.268919, -.2546923, -81.65282, 91.335533, -9.682714
87000.00, 1.5648792, -1.184449, -.3804304, -85.97731, 87.793846, -1.816539
87250.00, 1.5965039, -1.092674, -.5038299, -89.77156, 83.710846, 6.060709
87500.00, 1.6182839, -.9941591, -.6241248, -93.01216, 79.111725, 13.900439
87750.00, 1.6300794, -.8895111, -.7405682, -95.67916, 74.024841, 21.65432
88000.00, 1.631813, -.7793754, -.8524376, -97.75617, 68.481598, 29.274576
88250.00, 1.623472, -.6644322, -.9590398, -99.23045, 62.516174, 36.714279
88500.00, 1.605108, -.5453913, -1.059717, -100.093, 56.165359, 43.927624
88750.00, 1.5768371, -.4229884, -1.153849, -100.3385, 49.468315, 50.870193
89000.00, 1.5388378, -.2979797, -1.240858, -99.96556, 42.46632, 57.499245
89250.00, 1.4913502, -.1711367, -1.320213, -98.97646, 35.20253, 63.77393
89500.00, 1.4346726, -.0432423, -1.39143, -97.37728, 27.721714, 69.655563
89750.00, 1.3691587, .0849153, -1.454074, -95.17784, 20.069973, 75.107864
90000.00, 1.2952151, .21254666, -1.507762, -92.39164, 12.294466, 80.097176
90250.00, 1.2132981, .33886611, -1.552164, -89.0358, 4.4431219, 84.592674
90500.00, 1.1239104, .46309626, -1.587007, -85.13094, -3.435656, 88.566589
90750.00, 1.0275995, .5844726, -1.612072, -80.70108, -11.29329, 91.99437
91000.00, .924954, .70224786, -1.627202, -75.77353, -19.08132, 94.854843
91250.00, .81660163, .81569654, -1.632298, -70.37867, -26.75171, 97.130379
91500.00, .703206, .92411917, -1.627325, -64.54979, -34.25717, 98.806961
91750.00, .58546352, 1.0268466, -1.61231, -58.32289, -41.55139, 99.874283
92000.00, .46409932, 1.1232446, -1.587344, -51.73642, -48.5894, 100.32581
92250.00, .33986309, 1.2127174, -1.55258, -44.83104, -55.3278, 100.15884
92500.00, .21352418, 1.2947119, -1.508236, -37.64938, -61.72504, 99.37442
92750.00, .08586596, 1.3687217, -1.454588, -30.23573, -67.74171, 97.97744
93000.00, -.0423196, 1.4342898, -1.39197, -22.63581, -73.34071, 95.976517
93250.00, -.1702379, 1.4910116, -1.320774, -14.89643, -78.48754, 93.38398
93500.00, -.2970973, 1.538538, -1.241441, -7.065283, -83.15049, 90.215775
93750.00, -.4221145, 1.5765767, -1.154462, .80942255, -87.30082, 86.491402
94000.00, -.5445197, 1.6048945, -1.060375, 8.6791887, -90.91295, 82.233757
94250.00, -.6635609, 1.6233181, -.9597571, 16.495541, -93.96459, 77.469055
94500.00, -.7785082, 1.6317347, -.8532266, 24.210316, -96.43695, 72.226631
94750.00, -.8886574, 1.6300936, -.7414361, 31.775953, -98.31475, 66.538795
95000.00, -.9933336, 1.6184046, -.625071, 39.14579, -99.5864, 60.440613
95250.00, -1.091894, 1.5967398, -.5048454, 46.274345, -100.2441, 53.969715
95500.00, -1.183734, 1.5652319, -.3814982, 53.117622, -100.2837, 47.166027
95750.00, -1.268285, 1.5240742, -.2557894, 59.633373, -99.70493, 40.071552
96000.00, -1.345024, 1.4735191, -.128495, 65.78138, -98.51145, 32.730072
96250.00, -1.413475, 1.4138772, -.4023E-3, 71.523712, -96.71059, 25.18688
96500.00, -1.473211, 1.3455156, .12769568, 76.824959, -94.31347, 17.488508
96750.00, -1.523861, 1.2688555, .25500536, 81.652451, -91.33486, 9.682415
97000.00, -1.565108, 1.1843693, .38073862, 85.976448, -87.79316, 1.8167089
97250.00, -1.596697, 1.092579, .50411791, 89.770355, -83.71021, -6.060149
97500.00, -1.618433, .99405104, .62438166, 93.010811, -79.11118, -13.89964
97750.00, -1.630183, .88939416, .74078906, 95.677895, -74.02442, -21.65347
98000.00, -1.631879, .77925456, .85262442, 97.755196, -68.48132, -29.27388
98250.00, -1.623513, .66431201, .95920134, 99.229904, -62.51602, -36.71389
98500.00, -1.605142, .54527563, 1.0598661, 100.09294, -56.16529, -43.92765
98750.00, -1.57688, .42287922, 1.1540011, 100.33894, -49.46827, -50.87066
99000.00, -1.538906, .29787686, 1.2410287, 99.966347, -42.46625, -57.5001
99250.00, -1.491452, .1710384, 1.3204132, 98.977417, -35.20238, -63.77504
99500.00, -1.43481, .04314489, 1.3916651, 97.378212, -27.72145, -69.65676
99750.00, -1.369327, -.0850162, 1.4543433, 95.178543, -20.06958, -75.10896
100000.00, -1.295403, -.2126555, 1.5080588, 92.39196, -12.29395, -80.09801
100250.00, -1.213491, -.3389865, 1.5524774, 89.03566, -4.442517, -84.59314
100500.00, -1.124092, -.4632303, 1.587322, 85.130341, 3.4363012, -88.56664
100750.00, -1.027755, -.5846208, 1.6123754, 80.700127, 11.29392, -91.99405
101000.00, -.9250733, -.7024086, 1.6274819, 75.772369, 19.081884, -94.85426
101250.00, -.8166816, -.8158668, 1.6325483, 70.377495, 26.752178, -97.12968
101500.00, -.7032498, -.9242948, 1.6275446, 64.548798, 34.257511, -98.80631
101750.00, -.5854805, -1.027024, 1.612504, 58.322224, 41.55162, -99.87384
102000.00, -.4641029, -1.123419, 1.587522, 51.736168, 48.589539, -100.3257
102250.00, -.3398686, -1.212887, 1.5527556, 44.831219, 55.327888, -100.1591
102500.00, -.2135455, -1.294876, 1.5084214, 37.649914, 61.72514, -99.37505
102750.00, -.0859134, -1.368881, 1.4547945, 30.236492, 67.741852, -97.97835
103000.00, .0422414, -1.434447, 1.3922056, 22.63662, 73.340942, -95.97756
103250.00, .17013054, -1.49117, 1.3210398, 14.89712, 78.487885, -93.38501
103500.00, .29696825, -1.538702, 1.2417338, 7.0656905, 83.150948, -90.21664
103750.00, .42197567, -1.57675, 1.154774, -.8093904, 87.301369, -86.49197
104000.00, .54438496, -1.605079, 1.0606939, -8.679558, 90.913544, -82.23399
104250.00, .66344374, -1.623515, .96007097, -16.49626, 93.965202, -77.46894
104500.00, .77841896, -1.631943, .85352421, -24.21128, 96.437515, -72.22624
104750.00, .8886016, -1.630311, .74170989, -31.777, 98.315239, -66.53824
105000.00, .99331093, -1.618629, .62531805, -39.14676, 99.5868, -60.44004
105250.00, 1.091899, -1.596967, .50506788, -46.27508, 100.24435, -53.96927
105500.00, 1.1837553, -1.565458, .38170311, -53.11802, 100.28385, -47.16583
105750.00, 1.2683105, -1.524297, .25598678, -59.6334, 99.70507, -40.07167
106000.00, 1.3450413, -1.473738, .12869635, -65.78107, 98.511581, -32.73051
106250.00, 1.4134731, -1.414091, .61827E-3, -71.52316, 96.710754, -25.1876
106500.00, 1.4731842, -1.345727, -.1274571, -76.82429, 94.31369, -17.4894
106750.00, 1.5238074, -1.269067, -.2547406, -81.65182, 91.335175, -9.683354
107000.00, 1.5650327, -1.184584, -.3804486, -85.97601, 87.793564, -1.817558
107250.00, 1.5966084, -1.0928, -.5038082, -89.7702, 83.710693, 6.0595074
107500.00, 1.6183426, -.9942814, -.6240612, -93.011, 79.111725, 13.899281
107750.00, 1.6301036, -.8896351, -.7404684, -95.67842, 74.025002, 21.653418
108000.00, 1.6318201, -.7795061, -.8523139, -97.75597, 68.48188, 29.27409
108250.00, 1.6234819, -.664573, -.9589089, -99.23082, 62.516525, 36.714291
108500.00, 1.6051396, -.5455435, -1.059596, -100.0938, 56.165718, 43.92812
108750.00, 1.5769047, -.423151, -1.153754, -100.3397, 49.468616, 50.871078
109000.00, 1.5389488, -.2981493, -1.240799, -99.96685, 42.466511, 57.50034
109250.00, 1.4915035, -.1713091, -1.320194, -98.97761, 35.202579, 63.775028
109500.00, 1.4348592, -.043412, -1.391447, -97.37808, 27.721615, 69.656471
109750.00, 1.3693635, .08475294, -1.454116, -95.17816, 20.069748, 75.108414
110000.00, 1.2954199, .21239521, -1.507815, -92.39143, 12.294163, 80.097267
110250.00, 1.2134848, .33872721, -1.552212, -89.0351, 4.4427996, 84.592308
110500.00, 1.1240646, .46296936, -1.587034, -85.1299, -3.435937, 88.565834
110750.00, 1.0277127, .58435518, -1.612068, -80.69991, -11.29348, 91.993378
111000.00, .92502564, .70213592, -1.627162, -75.77243, -19.08138, 94.853806
111250.00, .81663853, .81558526, -1.632224, -70.37785, -26.75163, 97.129486
111500.00, .70322114, .9240039, -1.627225, -64.54941, -34.25697, 98.806374
111750.00, .58547348, 1.0267239, -1.612197, -58.32299, -41.55111, 99.8741
112000.00, .46412119, 1.1231123, -1.587233, -51.73699, -48.58908, 100.32607
112250.00, .33991128, 1.2125756, -1.552487, -44.83196, -55.32751, 100.15947
112500.00, .21360779, 1.2945627, -1.50817, -37.65047, -61.72483, 99.375305
112750.00, .08598725, 1.3685684, -1.454556, -30.2368, -67.74162, 97.978409
113000.00, -.0421655, 1.4341367, -1.391971, -22.63665, -73.34074, 95.977394
113250.00, -.170062, 1.4908632, -1.320801, -14.8969, -78.48769, 93.384598
113500.00, -.2969145, 1.5383979, -1.241483, -7.065299, -83.15073, 90.216026
113750.00, -.4219408, 1.5764471, -1.154506, .8098501, -87.3011, 86.491249
114000.00, -.5443692, 1.6047758, -1.060406, 8.6799698, -90.91321, 82.233238
114250.00, -.6634433, 1.6232086, -.9597653, 16.496523, -93.9648, 77.468269
114500.00, -.7784271, 1.6316317, -.8532047, 24.211313, -96.43705, 72.225739
114750.00, -.8886095, 1.6299928, -.7413834, 31.776779, -98.31473, 66.537949
115000.00, -.9933099, 1.6183022, -.6249924, 39.146294, -99.58627, 60.43998
115250.00, -1.091882, 1.5966322, -.5047506, 46.274441, -100.2438, 53.969398
115500.00, -1.183717, 1.5651166, -.3813998, 53.117298, -100.2834, 47.166088
115750.00, -1.26825, 1.5239506, -.2557003, 59.632694, -99.70466, 40.071964
116000.00, -1.344962, 1.4733881, -.1284263, 65.780487, -98.51124, 32.730755
116250.00, -1.41338, 1.4137415, -.361E-3, 71.522766, -96.71047, 25.187704
116500.00, -1.473086, 1.3453785, .12770753, 76.824135, -94.31345, 17.489315
116750.00, -1.523712, 1.2687207, .25499132, 81.651894, -91.33495, 9.6830568
117000.00, -1.564947, 1.1842407, .38070685, 85.976265, -87.79333, 1.8170711
117250.00, -1.596538, 1.0924586, .50407964, 89.770561, -83.71043, -6.060128
117500.00, -1.618289, .99394017, .62434912, 93.011368, -79.11141, -13.89996
117750.00, -1.630065, .88929212, .74077302, 95.678688, -74.02463, -21.65406
118000.00, -1.631792, .77915931, .8526324, 97.756065, -68.48145, -29.27462
118250.00, -1.623457, .66422045, .9592362, 99.230698, -62.51605, -36.71465
118500.00, -1.60511, .54518414, 1.0599256, 100.09351, -56.16522, -43.92829
118750.00, -1.576863, .42278442, 1.1540787, 100.33918, -49.46812, -50.87106
119000.00, -1.53889, .29777625, 1.2411143, 99.966225, -42.46603, -57.50019
119250.00, -1.491426, .17093074, 1.3204955, 98.976959, -35.20215, -63.77481
119500.00, -1.434764, .04303038, 1.3917335, 97.377502, -27.72124, -69.65626
119750.00, -1.369254, -.0851359, 1.4543902, 95.177727, -20.06943, -75.10829
120000.00, -1.295303, -.2127777, 1.5080806, 92.39119, -12.29389, -80.0973
120250.00, -1.213367, -.339108, 1.5524749, 89.035065, -4.442554, -84.59251
120500.00, -1.123953, -.4633479, 1.5873008, 85.130035, 3.4361787, -88.56622
120750.00, -1.027612, -.5847318, 1.6123443, 80.700165, 11.293737, -91.9939
121000.00, -.9249394, -.7025117, 1.6274511, 75.772728, 19.081678, -94.85441
121250.00, -.8165661, -.8159618, 1.6325279, 70.378105, 26.751987, -97.13009
121500.00, -.7031595, -.9243831, 1.6275425, 64.549538, 34.257374, -98.80691
121750.00, -.5854172, -1.027107, 1.6125245, 58.322952, 41.551556, -99.87451
122000.00, -.4640637, -1.123501, 1.5875652, 51.736755, 48.589561, -100.3263
122250.00, -.3398462, -1.212971, 1.5528171, 44.831554, 55.327995, -100.1596
122500.00, -.2135298, -1.294964, 1.5084939, 37.64994, 61.725307, -99.37525
122750.00, -.0858933, -1.368975, 1.4548683, 30.236214, 67.74205, -97.97826
123000.00, .04227572, -1.434547, 1.3922713, 22.636089, 73.341133, -95.97723
123250.00, .17018609, -1.491275, 1.3210894, 14.896442, 78.488037, -93.38448
123500.00, .29704785, -1.53881, 1.2417625, 7.064991, 83.151031, -90.21603
123750.00, .42207754, -1.576859, 1.154781, -.8099819, 87.301369, -86.49139
124000.00, .54450315, -1.605186, 1.0606823, -8.679935, 90.913467, -82.23354
124250.00, .66356927, -1.623617, .9600473, -16.49636, 93.965065, -77.4687
124500.00, .77854162, -1.632039, .85349691, -24.21109, 96.437347, -72.22626
124750.00, .88871187, -1.6304, .74168795, -31.77656, 98.315063, -66.53851
125000.00, .99340159, -1.618711, .62530923, -39.14615, 99.586655, -60.4405
125250.00, 1.0919666, -1.597044, .50507736, -46.27443, 100.24426, -53.96983
125499.99, 1.1838005, -1.565533, .38173249, -53.11745, 100.28384, -47.16639
125750.00, 1.2683381, -1.524372, .25603402, -59.63301, 99.705132, -40.07212
126000.00, 1.345059, -1.473815, .12875602, -65.78092, 98.511703, -32.73078
126250.00, 1.4134905, -1.414173, .68275E-3, -71.52328, 96.710915, -25.18763
126500.00, 1.4732103, -1.345814, -.1273962, -76.82465, 94.313858, -17.4892
126750.01, 1.5238496, -1.269159, -.2546908, -81.65236, 91.33532, -9.682961
127000.00, 1.5650951, -1.18468, -.3804153, -85.97662, 87.793663, -1.817048
127250.00, 1.5966911, -1.092897, -.5037938, -89.77076, 83.710724, 6.0600371
127500.00, 1.6184419, -.9943776, -.6240644, -93.01142, 79.111687, 13.899732
127749.99, 1.6302128, -.889728, -.7404848, -95.67861, 74.024902, 21.653709
128000.01, 1.6319307, -.7795939, -.8523367, -97.75591, 68.481735, 29.274172
128250.00, 1.6235851, -.6646548, -.9589304, -99.23052, 62.516373, 36.714153
128500.00, 1.6052283, -.5456194, -1.059609, -100.0934, 56.165581, 43.927792
128750.00, 1.5769743, -.4232219, -1.153752, -100.3391, 49.468517, 50.870621
128999.99, 1.5389984, -.2982172, -1.240781, -99.96632, 42.466469, 57.499847
129250.00, 1.4915358, -.1713761, -1.32016, -98.9772, 35.202602, 63.77459
129500.00, 1.4348798, -.0434805, -1.391399, -97.37786, 27.721699, 69.656158
129750.00, 1.3693802, .08468128, -1.454062, -95.17817, 20.069878, 75.108292
130000.00, 1.2954409, .21231925, -1.50776, -92.39166, 12.294311, 80.097351
130250.01, 1.2135171, .3386468, -1.552164, -89.03551, 4.4429383, 84.592575
130500.00, 1.124113, .46288532, -1.586998, -85.13041, -3.435831, 88.566238
130750.00, 1.027779, .58426905, -1.612048, -80.70042, -11.29342, 91.993835
131000.00, .92510802, .70204967, -1.627158, -75.77285, -19.08138, 94.85424
131249.99, .81673217, .81550103, -1.632233, -70.37811, -26.7517, 97.129807
131500.01, .70331925, .92392349, -1.627243, -64.54945, -34.25708, 98.806526
131750.00, .58556843, 1.0266484, -1.612217, -58.32283, -41.55124, 99.874062
132000.00, .46420604, 1.1230421, -1.587248, -51.73664, -48.58921, 100.32585
132250.00, .33998105, 1.2125101, -1.552491, -44.8315, -55.32761, 100.15912
132499.99, .21366024, 1.2945007, -1.508161, -37.64999, -61.72489, 99.374886
132750.00, .08602338, 1.368508, -1.454531, -30.23639, -67.74162, 97.978004
133000.00, -.0421418, 1.434076, -1.391934, -22.63638, -73.34069, 95.977066
133250.00, -.1700447, 1.4908004, -1.320756, -14.89682, -78.48759, 93.384422
133500.00, -.2968966, 1.5383316, -1.241435, -7.06542, -83.15061, 90.216026
133750.01, -.4219157, 1.576377, -1.154461, .80955428, -87.30097, 86.491417
134000.00, -.5443316, 1.6047021, -1.06037, 8.6795568, -90.9131, 82.233551
134250.00, -.6633906, 1.6231326, -.959742, 16.496071, -93.96473, 77.468658
134500.00, -.7783595, 1.6315548, -.8531953, 24.210907, -96.43703, 72.226128
134749.99, -.8885303, 1.629917, -.7413868, 31.776491, -98.31477, 66.538277
135000.00, -.9932241, 1.6182292, -.625005, 39.146175, -99.58635, 60.440178
135250.00, -1.091796, 1.596563, -.5047672, 46.274509, -100.2439, 53.96944
135500.00, -1.183637, 1.565052, -.3814147, 53.117535, -100.2835, 47.165966
135750.00, -1.268182, 1.5238903, -.2557082, 59.633057, -99.70477, 40.071705
136000.01, -1.344908, 1.4733313, -.1284233, 65.780899, -98.51131, 32.730412
136250.00, -1.413341, 1.4136868, -.3454E-3, 71.523155, -96.71049, 25.18734
136500.00, -1.473059, 1.3453243, .12773518, 76.824425, -94.31342, 17.488998
136750.00, -1.523693, 1.2686653, .25502813, 81.652039, -91.33488, 9.682847
137000.00, -1.564931, 1.1841828, .38074827, 85.976234, -87.79324, 1.8170038
137250.01, -1.596518, 1.0923976, .50412041, 89.770363, -83.71032, -6.060043
137500.00, -1.61826, .99387592, .62438405, 93.011047, -79.11131, -13.89974
137750.00, -1.630024, .8892253, .74079823, 95.678299, -74.02455, -21.65375
138000.00, -1.631737, .77909118, .85264581, 97.755692, -68.48141, -29.27428
138249.99, -1.62339, .6641525, .95923787, 99.2304, -62.51606, -36.71434
138500.00, -1.605036, .54511791, 1.0599178, 100.09334, -56.16527, -43.92807
138750.00, -1.576787, .42272124, 1.1540654, 100.33916, -49.4682, -50.87097
139000.00, -1.538817, .29771686, 1.2411002, 99.96637, -42.46613, -57.50023
139250.00, -1.491361, .1708753, 1.3204856, 98.977226, -35.20224, -63.77499
139500.01, -1.43471, .04297838, 1.3917319, 97.377846, -27.72132, -69.65653
139750.00, -1.369213, -.0851855, 1.454399, 95.178078, -20.06947, -75.1086
140000.00, -1.295274, -.2128263, 1.5081002, 92.391479, -12.29389, -80.0976
140250.00, -1.213347, -.3391569, 1.5525037, 89.035248, -4.442512, -84.59274
140499.99, -1.123937, -.4633985, 1.5873353, 85.130081, 3.4362528, -88.56633
140750.01, -1.027595, -.584785, 1.6123803, 80.70005, 11.293828, -91.99388
141000.00, -.9249163, -.7025676, 1.627484, 75.772499, 19.08177, -94.85426
141250.00, -.8165334, -.8160203, 1.6325537, 70.377792, 26.752062, -97.12985
141500.00, -.7031155, -.9244432, 1.6275587, 64.549202, 34.257416, -98.80662
141749.99, -.5853624, -1.027168, 1.6125302, 58.322662, 41.551563, -99.87422
142000.00, -.4640007, -1.123561, 1.5875617, 51.736557, 48.589531, -100.3261
142250.00, -.339779, -1.213028, 1.5528072, 44.831486, 55.327934, -100.1594
142500.00, -.2134632, -1.295018, 1.5084815, 37.650009, 61.725227, -99.37524
142750.00, -.085832, -1.369026, 1.4548578, 30.236404, 67.741966, -97.97837
143000.01, .04232817, -1.434595, 1.3922664, 22.636366, 73.341064, -95.97743
143250.00, .17022766, -1.49132, 1.3210928, 14.896749, 78.487991, -93.38474
143500.00, .29707855, -1.538854, 1.2417755, 7.0652728, 83.151016, -90.21629
143750.00, .42209932, -1.576902, 1.1548027, -.8097783, 87.301392, -86.49162
143999.99, .54451954, -1.60523, 1.0607103, -8.679846, 90.913521, -82.23367
144250.00, .66358465, -1.623663, .96007824, -16.4964, 93.965134, -77.46873
144500.00, .7785604, -1.632087, .85352683, -24.21124, 96.437424, -72.22618
144750.00, .88873768, -1.630451, .74171317, -31.77681, 98.31514, -66.53833
145000.00, .99343669, -1.618764, .62532693, -39.14644, 99.5867, -60.44027
145249.99, 1.0920113, -1.597098, .50508618, -46.2747, 100.24429, -53.96958
145500.00, 1.1838535, -1.565586, .38173273, -53.11766, 100.28383, -47.16617
145750.00, 1.2683964, -1.524424, .25602752, -59.63312, 99.705086, -40.07197
146000.00, 1.3451186, -1.473864, .12874587, -65.78091, 98.511642, -32.73072
146250.00, 1.4135473, -1.41422, .67257E-3, -71.52316, 96.710838, -25.18768
146500.01, 1.4732606, -1.345858, -.1274029, -76.82445, 94.313789, -17.48934
146750.00, 1.523891, -1.2692, -.2546911, -81.6521, 91.335266, -9.683168
147000.00, 1.5651268, -1.184719, -.3804078, -85.97636, 87.79364, -1.817281
147250.00, 1.5967143, -1.092936, -.5037782, -89.77055, 83.710732, 6.0598221
147499.99, 1.618459, -.9944167, -.6240423, -93.0113, 79.111725, 13.899574
147750.00, 1.6302272, -.8897684, -.7404588, -95.6786, 74.024956, 21.653637
148000.00, 1.6319464, -.7796363, -.8523102, -97.756, 68.481804, 29.274199
148250.00, 1.6236057, -.6646991, -.9589066, -99.23071, 62.516438, 36.714272
148500.00, 1.6052562, -.5456654, -1.059591, -100.0936, 56.16563, 43.927975
